Data from N2 R1 sample 9_Subt2__5__14-03-08-914.txt Node

Date: Wed Aug 27 14:03:08 PDT 2025
User: uwsun
Spectrometer: HDX01956
Trigger mode: 0
Integration Time (sec): 5.000000E-1
Scans to average: 1
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
194.03	231.65137
194.578	236.74892
195.127	236.73865
195.676	222.69797
196.225	232.61398
196.773	228.62804
197.321	367.98779
197.87	455.12554
198.418	503.24763
198.966	529.31982
199.513	486.17926
200.061	493.21345
200.609	480.21188
201.156	488.03654
201.704	554.34246
202.251	488.23823
202.798	551.37725
203.345	487.15934
203.892	506.21775
204.438	548.24843
204.985	499.14236
205.532	516.2964
206.078	542.2749
206.624	549.29714
207.17	530.17816
207.716	521.22995
208.262	476.90844
208.808	497.18725
209.354	550.28621
209.899	556.3261
210.445	507.20979
210.99	531.22594
211.535	575.28125
212.08	548.22378
212.625	545.29314
213.17	534.27163
213.715	473.03145
214.259	509.13024
214.804	552.29643
215.348	536.16982
215.892	551.25098
216.436	461.0256
216.98	504.07105
217.524	529.18931
218.068	462.10667
218.612	540.29527
219.155	514.15435
219.698	518.16763
220.242	480.13369
220.785	471.05612
221.328	475.13635
221.871	472.12422
222.414	489.16678
222.956	453.0543
223.499	466.01208
224.041	518.16145
224.583	467.96026
225.126	455.97896
225.668	479.12455
226.21	423.02711
226.751	433.93124
227.293	457.00323
227.835	412.97348
228.376	496.10019
228.918	491.1787
229.459	435.05394
230	398.91378
230.541	453.01443
231.082	507.17834
231.622	501.12028
232.163	483.12645
232.704	463.10928
233.244	455.06853
233.784	449.04744
234.324	458.97758
234.864	496.07507
235.404	451.02113
235.944	506.1345
236.484	454.07466
237.023	472.07591
237.563	458.02165
238.102	418.94084
238.641	447.07941
239.18	499.12039
239.719	507.21394
240.258	447.96878
240.797	480.11045
241.335	480.11835
241.874	444.83791
242.412	515.17197
242.95	480.11133
243.488	495.09227
244.026	510.11627
244.564	490.96012
245.102	554.19231
245.64	509.16809
246.177	473.01226
246.715	488.10797
247.252	458.00395
247.789	442.78634
248.326	505.17092
248.863	483.01943
249.4	456.98428
249.936	505.00809
250.473	490.09452
251.009	490.08505
251.546	496.06272
252.082	469.97784
252.618	517.10851
253.154	469.08045
253.69	481.04538
254.226	456.02724
254.761	548.16775
255.297	509.0777
255.832	448.01206
256.367	513.15988
256.903	509.07112
257.438	479.06264
257.972	535.14568
258.507	534.17921
259.042	430.89355
259.576	519.07207
260.111	470.03853
260.645	521.06129
261.179	453.01152
261.713	522.10745
262.247	570.23573
262.781	456.91758
263.315	538.23695
263.849	522.23969
264.382	545.17316
264.915	599.33094
265.449	531.24002
265.982	500.08145
266.515	542.24815
267.048	481.96543
267.58	474.98365
268.113	549.12857
268.646	511.20259
269.178	524.132
269.71	492.00779
270.243	512.10839
270.775	572.3695
271.307	512.15973
271.838	565.24595
272.37	484.13166
272.902	563.20678
273.433	525.09225
273.965	553.26414
274.496	474.11474
275.027	582.359
275.558	537.23293
276.089	557.3059
276.62	547.30337
277.15	560.29734
277.681	556.13913
278.211	590.35234
278.741	557.1682
279.272	569.22595
279.802	577.35495
280.332	602.33733
280.861	524.1956
281.391	561.20249
281.921	513.15611
282.45	565.33138
282.98	604.46483
283.509	586.24183
284.038	556.19252
284.567	554.20201
285.096	579.30453
285.625	555.17424
286.153	593.30286
286.682	618.33253
287.21	575.29551
287.739	613.34968
288.267	601.36132
288.795	625.524
289.323	605.3209
289.851	558.21687
290.378	617.30733
290.906	600.37693
291.433	588.3655
291.961	658.39219
292.488	594.36206
293.015	607.33086
293.542	634.49557
294.069	650.4888
294.596	620.41606
295.122	623.38031
295.649	618.2561
296.175	638.43966
296.702	612.37419
297.228	655.45851
297.754	620.29281
298.28	699.46001
298.806	627.38054
299.332	680.40177
299.857	676.39788
300.383	647.49406
300.908	700.57967
301.433	688.52415
301.958	746.57996
302.483	729.66885
303.008	611.37559
303.533	704.67935
304.058	652.39811
304.582	686.5071
305.107	670.60979
305.631	723.48752
306.155	768.62376
306.679	726.55228
307.203	765.60013
307.727	757.63848
308.251	671.49786
308.775	716.54869
309.298	707.56075
309.822	730.66346
310.345	712.52494
310.868	779.66247
311.391	729.60332
311.914	800.81056
312.437	742.50577
312.96	765.61706
313.482	822.72893
314.005	809.82982
314.527	796.86188
315.049	810.81242
315.571	780.5585
316.093	811.7778
316.615	866.82154
317.137	802.54259
317.659	803.70263
318.18	817.73083
318.702	894.83601
319.223	828.49812
319.744	903.76837
320.265	866.84068
320.786	886.92883
321.307	929.00919
321.828	933.79798
322.348	844.72546
322.869	976.98836
323.389	840.24058
323.909	945.86901
324.43	985.98812
324.95	982.91651
325.47	978.06098
325.989	957.92098
326.509	960.82932
327.029	1044.98006
327.548	1047.96314
328.067	1076.17981
328.587	964.0084
329.106	1075.06568
329.625	1068.32135
330.144	1017.94888
330.662	1060.05188
331.181	1093.08329
331.7	1107.10395
332.218	1132.98024
332.736	1158.15708
333.255	1136.15973
333.773	1185.22761
334.291	1163.30884
334.808	1140.03263
335.326	1239.19233
335.844	1240.28987
336.361	1250.51451
336.879	1345.44328
337.396	1326.46497
337.913	1323.39592
338.43	1349.29579
338.947	1377.50415
339.464	1327.19313
339.981	1310.39921
340.497	1387.5933
341.014	1389.58183
341.53	1386.34465
342.046	1430.6159
342.562	1378.57957
343.078	1479.55728
343.594	1505.638
344.11	1490.56762
344.626	1479.74429
345.141	1492.42937
345.657	1527.40232
346.172	1571.72443
346.687	1562.55694
347.202	1581.53068
347.717	1578.65882
348.232	1629.90533
348.747	1613.60122
349.261	1636.4564
349.776	1741.79097
350.29	1648.88341
350.805	1786.01449
351.319	1695.68761
351.833	1721.66774
352.347	1745.7662
352.861	1812.81785
353.374	1798.68866
353.888	1747.77097
354.401	1819.76493
354.915	1864.77731
355.428	1898.07279
355.941	1863.79312
356.454	1854.60034
356.967	1912.85168
357.48	1789.652
357.993	1904.0028
358.505	1985.07508
359.018	2011.09462
359.53	1959.90307
360.042	1977.66347
360.554	2020.9551
361.066	2022.07694
361.578	2025.61058
362.09	2040.95983
362.602	2074.63191
363.113	2079.85681
363.625	2141.73529
364.136	2183.68814
364.647	2096.85981
365.158	2169.91796
365.669	2246.08541
366.18	2215.94534
366.691	2183.66771
367.201	2245.9981
367.712	2266.88021
368.222	2246.79256
368.733	2312.61483
369.243	2344.71754
369.753	2361.82649
370.263	2503.1291
370.773	2563.31619
371.282	2515.01982
371.792	2565.89301
372.301	2675.16246
372.811	2629.47914
373.32	2717.57402
373.829	2782.9014
374.338	2825.64428
374.847	2998.75562
375.356	3033.84993
375.865	3182.27903
376.373	3325.47338
376.882	3386.05809
377.39	3329.78432
377.898	3506.88595
378.407	3699.30427
378.915	3875.79482
379.423	4012.16927
379.93	4103.85009
380.438	4298.12919
380.946	4466.71233
381.453	4688.75551
381.96	4848.43735
382.468	5267.11956
382.975	5555.10025
383.482	5707.72953
383.989	5703.31382
384.495	6116.6249
385.002	6313.17718
385.509	6583.49351
386.015	7173.42575
386.521	7288.63302
387.028	7615.96937
387.534	7981.50106
388.04	8151.76392
388.546	8388.27783
389.051	8876.6156
389.557	9623.89759
390.063	10249.9495
390.568	10710.56067
391.073	11079.58007
391.578	11473.67806
392.084	11939.79476
392.589	12259.56737
393.093	13147.32984
393.598	14335.19985
394.103	15674.51185
394.607	17331.38594
395.112	18357.56175
395.616	19516.58103
396.12	20932.18303
396.624	23617.14556
397.128	25707.80944
397.632	28487.69894
398.136	30823.55932
398.639	32482.93469
399.143	36179.49808
399.646	40806.73721
400.15	44787.458
400.653	49272.60658
401.156	55285.70155
401.659	55555.00282
402.162	53821.55638
402.664	47275.14456
403.167	32260.27245
403.67	3851.94142
404.172	0
404.674	0
405.176	0
405.678	0
406.18	0
406.682	0
407.184	0
407.686	12367.42319
408.187	34596.90747
408.688	44563.94194
409.19	48906.19284
